outlet,name,schedule,fc,ph,chlorine,chlorine_unit,acid,acid_unit
JEOP1,JEOP 1,weekday,1.0,8.0,1.5,kg,4.0,l
JEOP1,JEOP 1,weekday,1.5,7.2,1.3,kg,1.0,l
JEOP1,JEOP 1,weekday,1.5,7.4,1.3,kg,1.5,l
JEOP1,JEOP 1,weekday,1.5,7.6,1.3,kg,2.0,l
JEOP1,JEOP 1,weekday,1.5,7.8,1.3,kg,3.0,l
JEOP1,JEOP 1,weekday,1.5,8.0,1.3,kg,4.0,l
JEOP1,JEOP 1,weekday,2.0,7.2,1.3,kg,1.0,l
JEOP1,JEOP 1,weekday,2.0,7.4,1.3,kg,1.5,l
JEOP1,JEOP 1,weekday,2.0,7.6,1.3,kg,2.0,l
JEOP1,JEOP 1,weekday,2.0,7.8,1.3,kg,3.0,l
JEOP1,JEOP 1,weekday,2.0,8.0,1.3,kg,4.0,l
JEOP1,JEOP 1,weekday,2.5,7.2,600.0,g,500.0,ml
JEOP1,JEOP 1,weekday,2.5,7.4,600.0,g,1.0,l
JEOP1,JEOP 1,weekday,2.5,7.6,600.0,g,1.5,l
JEOP1,JEOP 1,weekday,2.5,7.8,600.0,g,3.0,l
JEOP1,JEOP 1,weekday,2.5,8.0,600.0,g,4.0,l
JEOP1,JEOP 1,weekday,3.0,7.2,0.0,g,0.0,ml
JEOP1,JEOP 1,weekday,3.0,7.4,0.0,g,0.0,ml
JEOP1,JEOP 1,weekday,3.0,7.6,0.0,g,0.0,ml
JEOP1,JEOP 1,weekday,3.0,7.8,0.0,g,1.0,l
JEOP1,JEOP 1,weekday,3.0,8.0,0.0,g,2.0,l
JEOP1,JEOP 1,weekend,-2.0,7.2,3.0,kg,1.0,l
JEOP1,JEOP 1,weekend,-2.0,7.4,3.0,kg,1.5,l
JEOP1,JEOP 1,weekend,-2.0,7.6,3.0,kg,2.0,l
JEOP1,JEOP 1,weekend,-2.0,7.8,3.0,kg,3.0,l
JEOP1,JEOP 1,weekend,-2.0,8.0,3.0,kg,4.0,l
JEOP1,JEOP 1,weekend,-1.5,7.2,3.0,kg,1.0,l
JEOP1,JEOP 1,weekend,-1.5,7.4,3.0,kg,1.5,l
JEOP1,JEOP 1,weekend,-1.5,7.6,3.0,kg,2.0,l
JEOP1,JEOP 1,weekend,-1.5,7.8,3.0,kg,3.0,l
JEOP1,JEOP 1,weekend,-1.5,8.0,3.0,kg,4.0,l
JEOP1,JEOP 1,weekend,-1.0,7.2,3.0,kg,1.0,l
JEOP1,JEOP 1,weekend,-1.0,7.4,3.0,kg,1.5,l
JEOP1,JEOP 1,weekend,-1.0,7.6,3.0,kg,2.0,l
JEOP1,JEOP 1,weekend,-1.0,7.8,3.0,kg,3.0,l
JEOP1,JEOP 1,weekend,-1.0,8.0,3.0,kg,4.0,l
JEOP1,JEOP 1,weekend,-0.5,7.2,2.5,kg,1.0,l
JEOP1,JEOP 1,weekend,-0.5,7.4,2.5,kg,1.5,l
JEOP1,JEOP 1,weekend,-0.5,7.6,2.5,kg,2.0,l
JEOP1,JEOP 1,weekend,-0.5,7.8,2.5,kg,3.0,l
JEOP1,JEOP 1,weekend,-0.5,8.0,2.5,kg,4.0,l
JEOP1,JEOP 1,weekend,0.0,7.2,2.3,kg,1.0,l
JEOP1,JEOP 1,weekend,0.0,7.4,2.3,kg,1.5,l
JEOP1,JEOP 1,weekend,0.0,7.6,2.3,kg,2.0,l
JEOP1,JEOP 1,weekend,0.0,7.8,2.3,kg,3.0,l
JEOP1,JEOP 1,weekend,0.0,8.0,2.3,kg,4.0,l
JEOP1,JEOP 1,weekend,0.5,7.2,2.3,kg,1.0,l
JEOP1,JEOP 1,weekend,0.5,7.4,2.3,kg,1.5,l
JEOP1,JEOP 1,weekend,0.5,7.6,2.3,kg,2.0,l
JEOP1,JEOP 1,weekend,0.5,7.8,2.3,kg,3.0,l
JEOP1,JEOP 1,weekend,0.5,8.0,2.3,kg,4.0,l
JEOP1,JEOP 1,weekend,1.0,7.2,1.8,kg,1.0,l
JEOP1,JEOP 1,weekend,1.0,7.4,1.8,kg,1.5,l
JEOP1,JEOP 1,weekend,1.0,7.6,1.8,kg,2.0,l
JEOP1,JEOP 1,weekend,1.0,7.8,1.8,kg,3.0,l
JEOP1,JEOP 1,weekend,1.0,8.0,1.8,kg,4.0,l
JEOP1,JEOP 1,weekend,1.5,7.2,1.8,kg,1.0,l
JEOP1,JEOP 1,weekend,1.5,7.4,1.8,kg,1.5,l
JEOP1,JEOP 1,weekend,1.5,7.6,1.8,kg,2.0,l
JEOP1,JEOP 1,weekend,1.5,7.8,1.8,kg,3.0,l
JEOP1,JEOP 1,weekend,1.5,8.0,1.8,kg,4.0,l
JEOP1,JEOP 1,weekend,2.0,7.2,1.3,kg,1.0,l
JEOP1,JEOP 1,weekend,2.0,7.4,1.3,kg,1.5,l
JEOP1,JEOP 1,weekend,2.0,7.6,1.3,kg,2.0,l
JEOP1,JEOP 1,weekend,2.0,7.8,1.3,kg,3.0,l
JEOP1,JEOP 1,weekend,2.0,8.0,1.3,kg,4.0,l
JEOP1,JEOP 1,weekend,2.5,7.2,1.3,kg,1.0,l
JEOP1,JEOP 1,weekend,2.5,7.4,1.3,kg,1.5,l
JEOP1,JEOP 1,weekend,2.5,7.6,1.3,kg,2.0,l
JEOP1,JEOP 1,weekend,2.5,7.8,1.3,kg,3.0,l
JEOP1,JEOP 1,weekend,2.5,8.0,1.3,kg,4.0,l
JEOP1,JEOP 1,weekend,3.0,7.2,800.0,g,500.0,ml
JEOP1,JEOP 1,weekend,3.0,7.4,800.0,g,1.0,l
JEOP1,JEOP 1,weekend,3.0,7.6,800.0,g,1.5,l
JEOP1,JEOP 1,weekend,3.0,7.8,800.0,g,3.0,l
JEOP1,JEOP 1,weekend,3.0,8.0,800.0,g,4.0,l
JEOP1,JEOP 1,weekend,3.5,7.2,0.0,g,0.0,ml
JEOP1,JEOP 1,weekend,3.5,7.4,0.0,g,1.0,l
JEOP1,JEOP 1,weekend,3.5,7.6,0.0,g,2.0,l
JEOP1,JEOP 1,weekend,3.5,7.8,0.0,g,3.0,l
JEOP1,JEOP 1,weekend,3.5,8.0,0.0,g,3.5,l
JEOP1,JEOP 1,weekend,4.0,7.2,0.0,g,0.0,ml
JEOP1,JEOP 1,weekend,4.0,7.4,0.0,g,1.0,l
JEOP1,JEOP 1,weekend,4.0,7.6,0.0,g,2.0,l
JEOP1,JEOP 1,weekend,4.0,7.8,0.0,g,3.0,l
JEOP1,JEOP 1,weekend,4.0,8.0,0.0,g,3.5,l
JEOP2,JEOP 2,weekday,-2.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-2.0,7.4,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-2.0,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekday,-2.0,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-2.0,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-1.5,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-1.5,7.4,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-1.5,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekday,-1.5,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-1.5,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-1.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-1.0,7.4,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-1.0,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekday,-1.0,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-1.0,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-0.5,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-0.5,7.4,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,-0.5,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekday,-0.5,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,-0.5,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,0.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,0.0,7.4,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekday,0.0,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekday,0.0,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,0.0,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekday,0.5,7.2,800.0,g,0.0,ml
JEOP2,JEOP 2,weekday,0.5,7.4,800.0,g,0.0,ml
JEOP2,JEOP 2,weekday,0.5,7.6,800.0,g,1.5,l
JEOP2,JEOP 2,weekday,0.5,7.8,800.0,g,3.0,l
JEOP2,JEOP 2,weekday,0.5,8.0,800.0,g,3.0,l
JEOP2,JEOP 2,weekday,1.0,7.2,500.0,g,0.0,ml
JEOP2,JEOP 2,weekday,1.0,7.4,500.0,g,0.0,ml
JEOP2,JEOP 2,weekday,1.0,7.6,500.0,g,1.5,l
JEOP2,JEOP 2,weekday,1.0,7.8,500.0,g,3.0,l
JEOP2,JEOP 2,weekday,1.0,8.0,500.0,g,3.0,l
JEOP2,JEOP 2,weekday,1.5,7.2,300.0,g,0.0,ml
JEOP2,JEOP 2,weekday,1.5,7.4,300.0,g,0.0,ml
JEOP2,JEOP 2,weekday,1.5,7.6,300.0,g,1.5,l
JEOP2,JEOP 2,weekday,1.5,7.8,500.0,g,3.0,l
JEOP2,JEOP 2,weekday,1.5,8.0,500.0,g,3.0,l
JEOP2,JEOP 2,weekday,2.0,7.2,200.0,g,0.0,ml
JEOP2,JEOP 2,weekday,2.0,7.4,200.0,g,0.0,ml
JEOP2,JEOP 2,weekday,2.0,7.6,200.0,g,1.5,l
JEOP2,JEOP 2,weekday,2.0,7.8,200.0,g,3.0,l
JEOP2,JEOP 2,weekday,2.0,8.0,200.0,g,3.0,l
JEOP2,JEOP 2,weekday,2.5,7.2,200.0,g,0.0,ml
JEOP2,JEOP 2,weekday,2.5,7.4,200.0,g,0.0,ml
JEOP2,JEOP 2,weekday,2.5,7.6,200.0,g,1.5,l
JEOP2,JEOP 2,weekday,2.5,7.8,200.0,g,3.0,l
JEOP2,JEOP 2,weekday,2.5,8.0,200.0,g,3.0,l
JEOP2,JEOP 2,weekday,3.0,7.2,0.0,g,0.0,ml
JEOP2,JEOP 2,weekday,3.0,7.4,0.0,g,0.0,ml
JEOP2,JEOP 2,weekday,3.0,7.6,0.0,g,0.0,ml
JEOP2,JEOP 2,weekday,3.0,7.8,0.0,g,500.0,ml
JEOP2,JEOP 2,weekday,3.0,8.0,0.0,g,1.0,l
JEOP2,JEOP 2,weekend,-2.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,-2.0,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,-2.0,7.6,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-2.0,7.8,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-2.0,8.0,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.5,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,-1.5,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,-1.5,7.6,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.5,7.8,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.5,8.0,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,-1.0,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,-1.0,7.6,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.0,7.8,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-1.0,8.0,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-0.5,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,-0.5,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,-0.5,7.6,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-0.5,7.8,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,-0.5,8.0,1.0,kg,2.0,l
JEOP2,JEOP 2,weekend,0.0,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,0.0,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,0.0,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekend,0.0,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekend,0.0,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekend,0.5,7.2,1.0,kg,0.0,ml
JEOP2,JEOP 2,weekend,0.5,7.4,1.0,kg,1.0,l
JEOP2,JEOP 2,weekend,0.5,7.6,1.0,kg,1.5,l
JEOP2,JEOP 2,weekend,0.5,7.8,1.0,kg,3.0,l
JEOP2,JEOP 2,weekend,0.5,8.0,1.0,kg,3.0,l
JEOP2,JEOP 2,weekend,1.0,7.2,500.0,g,0.0,ml
JEOP2,JEOP 2,weekend,1.0,7.4,500.0,g,500.0,ml
JEOP2,JEOP 2,weekend,1.0,7.6,500.0,g,1.5,l
JEOP2,JEOP 2,weekend,1.0,7.8,800.0,g,3.0,l
JEOP2,JEOP 2,weekend,1.0,8.0,800.0,g,3.0,l
JEOP2,JEOP 2,weekend,1.5,7.2,300.0,g,0.0,ml
JEOP2,JEOP 2,weekend,1.5,7.4,300.0,g,500.0,ml
JEOP2,JEOP 2,weekend,1.5,7.6,300.0,g,1.5,l
JEOP2,JEOP 2,weekend,1.5,7.8,300.0,g,3.0,l
JEOP2,JEOP 2,weekend,1.5,8.0,300.0,g,3.0,l
JEOP2,JEOP 2,weekend,2.0,7.2,200.0,g,0.0,ml
JEOP2,JEOP 2,weekend,2.0,7.4,200.0,g,500.0,ml
JEOP2,JEOP 2,weekend,2.0,7.6,200.0,g,1.5,l
JEOP2,JEOP 2,weekend,2.0,7.8,200.0,g,3.0,l
JEOP2,JEOP 2,weekend,2.0,8.0,200.0,g,3.0,l
JEOP2,JEOP 2,weekend,2.5,7.2,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,2.5,7.4,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,2.5,7.6,0.0,g,1.0,l
JEOP2,JEOP 2,weekend,2.5,7.8,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,2.5,8.0,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,3.0,7.2,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,3.0,7.4,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,3.0,7.6,0.0,g,1.0,l
JEOP2,JEOP 2,weekend,3.0,7.8,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,3.0,8.0,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,3.5,7.2,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,3.5,7.4,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,3.5,7.6,0.0,g,1.0,l
JEOP2,JEOP 2,weekend,3.5,7.8,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,3.5,8.0,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,4.0,7.2,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,4.0,7.4,0.0,g,0.0,ml
JEOP2,JEOP 2,weekend,4.0,7.6,0.0,g,1.0,l
JEOP2,JEOP 2,weekend,4.0,7.8,0.0,g,2.0,l
JEOP2,JEOP 2,weekend,4.0,8.0,0.0,g,2.0,l
Tengah,Tengah,weekday,-2.0,7.2,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-2.0,7.4,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-2.0,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-2.0,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-2.0,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-1.5,7.2,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.5,7.4,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.5,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.5,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-1.5,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-1.0,7.2,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.0,7.4,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.0,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-1.0,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-1.0,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-0.5,7.2,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-0.5,7.4,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-0.5,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,-0.5,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,-0.5,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,0.0,7.2,1.2,kg,0.0,ml
Tengah,Tengah,weekday,0.0,7.4,1.2,kg,0.0,ml
Tengah,Tengah,weekday,0.0,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,0.0,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,0.0,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,0.5,7.2,1.2,kg,0.0,ml
Tengah,Tengah,weekday,0.5,7.4,1.2,kg,0.0,ml
Tengah,Tengah,weekday,0.5,7.6,1.2,kg,300.0,ml
Tengah,Tengah,weekday,0.5,7.8,1.2,kg,500.0,ml
Tengah,Tengah,weekday,0.5,8.0,1.2,kg,500.0,ml
Tengah,Tengah,weekday,1.0,7.2,1.0,kg,0.0,ml
Tengah,Tengah,weekday,1.0,7.4,1.0,kg,0.0,ml
Tengah,Tengah,weekday,1.0,7.6,1.0,kg,200.0,ml
Tengah,Tengah,weekday,1.0,7.8,1.0,kg,300.0,ml
Tengah,Tengah,weekday,1.0,8.0,1.0,kg,400.0,ml
Tengah,Tengah,weekday,1.5,7.2,500.0,g,0.0,ml
Tengah,Tengah,weekday,1.5,7.4,500.0,g,0.0,ml
Tengah,Tengah,weekday,1.5,7.6,500.0,g,200.0,ml
Tengah,Tengah,weekday,1.5,7.8,500.0,g,300.0,ml
Tengah,Tengah,weekday,1.5,8.0,500.0,g,400.0,ml
Tengah,Tengah,weekday,2.0,7.2,500.0,g,0.0,ml
Tengah,Tengah,weekday,2.0,7.4,150.0,g,0.0,ml
Tengah,Tengah,weekday,2.0,7.6,500.0,g,200.0,ml
Tengah,Tengah,weekday,2.0,7.8,500.0,g,300.0,ml
Tengah,Tengah,weekday,2.0,8.0,500.0,g,400.0,ml
Tengah,Tengah,weekday,2.5,7.2,250.0,g,0.0,ml
Tengah,Tengah,weekday,2.5,7.4,250.0,g,0.0,ml
Tengah,Tengah,weekday,2.5,7.6,250.0,g,200.0,ml
Tengah,Tengah,weekday,2.5,7.8,250.0,g,300.0,ml
Tengah,Tengah,weekday,2.5,8.0,250.0,g,400.0,ml
Tengah,Tengah,weekday,3.0,7.2,0.0,g,0.0,ml
Tengah,Tengah,weekday,3.0,7.4,0.0,g,0.0,ml
Tengah,Tengah,weekday,3.0,7.6,0.0,g,0.0,ml
Tengah,Tengah,weekday,3.0,7.8,0.0,g,0.0,ml
Tengah,Tengah,weekday,3.0,8.0,0.0,g,250.0,ml
Tengah,Tengah,weekend,-2.0,7.2,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-2.0,7.4,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-2.0,7.6,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-2.0,7.8,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-2.0,8.0,1.5,kg,1.0,l
Tengah,Tengah,weekend,-1.5,7.2,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-1.5,7.4,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-1.5,7.6,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-1.5,7.8,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-1.5,8.0,1.5,kg,1.0,l
Tengah,Tengah,weekend,-1.0,7.2,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-1.0,7.4,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-1.0,7.6,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-1.0,7.8,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-1.0,8.0,1.5,kg,1.0,l
Tengah,Tengah,weekend,-0.5,7.2,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-0.5,7.4,1.5,kg,300.0,ml
Tengah,Tengah,weekend,-0.5,7.6,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-0.5,7.8,1.5,kg,500.0,ml
Tengah,Tengah,weekend,-0.5,8.0,1.5,kg,1.0,l
Tengah,Tengah,weekend,0.0,7.2,1.5,kg,0.0,ml
Tengah,Tengah,weekend,0.0,7.4,1.5,kg,300.0,ml
Tengah,Tengah,weekend,0.0,7.6,1.5,kg,300.0,ml
Tengah,Tengah,weekend,0.0,7.8,1.5,kg,500.0,ml
Tengah,Tengah,weekend,0.0,8.0,1.5,kg,500.0,ml
Tengah,Tengah,weekend,0.5,7.2,1.3,kg,0.0,ml
Tengah,Tengah,weekend,0.5,7.4,1.3,kg,300.0,ml
Tengah,Tengah,weekend,0.5,7.6,1.3,kg,300.0,ml
Tengah,Tengah,weekend,0.5,7.8,1.3,kg,500.0,ml
Tengah,Tengah,weekend,0.5,8.0,1.3,kg,500.0,ml
Tengah,Tengah,weekend,1.0,7.2,1.3,kg,0.0,ml
Tengah,Tengah,weekend,1.0,7.4,1.3,kg,300.0,ml
Tengah,Tengah,weekend,1.0,7.6,1.3,kg,300.0,ml
Tengah,Tengah,weekend,1.0,7.8,1.3,kg,500.0,ml
Tengah,Tengah,weekend,1.0,8.0,1.3,kg,500.0,ml
Tengah,Tengah,weekend,1.5,7.2,1.0,kg,0.0,ml
Tengah,Tengah,weekend,1.5,7.4,1.0,kg,0.0,ml
Tengah,Tengah,weekend,1.5,7.6,1.0,kg,300.0,ml
Tengah,Tengah,weekend,1.5,7.8,1.0,kg,500.0,ml
Tengah,Tengah,weekend,1.5,8.0,1.0,kg,500.0,ml
Tengah,Tengah,weekend,2.0,7.2,700.0,g,0.0,ml
Tengah,Tengah,weekend,2.0,7.4,700.0,g,0.0,ml
Tengah,Tengah,weekend,2.0,7.6,700.0,g,300.0,ml
Tengah,Tengah,weekend,2.0,7.8,700.0,g,500.0,ml
Tengah,Tengah,weekend,2.0,8.0,700.0,g,500.0,ml
Tengah,Tengah,weekend,2.5,7.2,200.0,g,0.0,ml
Tengah,Tengah,weekend,2.5,7.4,200.0,g,0.0,ml
Tengah,Tengah,weekend,2.5,7.6,200.0,g,0.0,ml
Tengah,Tengah,weekend,2.5,7.8,200.0,g,400.0,ml
Tengah,Tengah,weekend,2.5,8.0,200.0,g,400.0,ml
Tengah,Tengah,weekend,3.0,7.2,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.0,7.4,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.0,7.6,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.0,7.8,0.0,g,400.0,ml
Tengah,Tengah,weekend,3.0,8.0,0.0,g,400.0,ml
Tengah,Tengah,weekend,3.5,7.2,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.5,7.4,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.5,7.6,0.0,g,0.0,ml
Tengah,Tengah,weekend,3.5,7.8,0.0,g,400.0,ml
Tengah,Tengah,weekend,3.5,8.0,0.0,g,400.0,ml
Tengah,Tengah,weekend,4.0,7.2,0.0,g,0.0,ml
Tengah,Tengah,weekend,4.0,7.4,0.0,g,0.0,ml
Tengah,Tengah,weekend,4.0,7.6,0.0,g,0.0,ml
Tengah,Tengah,weekend,4.0,7.8,0.0,g,400.0,ml
Tengah,Tengah,weekend,4.0,8.0,0.0,g,400.0,ml
HS,HS,weekday,-2.0,7.2,1.3,kg,0.0,ml
HS,HS,weekday,-2.0,7.4,1.3,kg,1.0,l
HS,HS,weekday,-2.0,7.6,1.3,kg,2.5,l
HS,HS,weekday,-2.0,7.8,1.3,kg,3.0,l
HS,HS,weekday,-2.0,8.0,1.3,kg,3.0,l
HS,HS,weekday,-1.5,7.2,1.3,kg,0.0,ml
HS,HS,weekday,-1.5,7.4,1.3,kg,1.0,l
HS,HS,weekday,-1.5,7.6,1.3,kg,2.5,l
HS,HS,weekday,-1.5,7.8,1.3,kg,3.0,l
HS,HS,weekday,-1.5,8.0,1.3,kg,3.0,l
HS,HS,weekday,-1.0,7.2,1.3,kg,0.0,ml
HS,HS,weekday,-1.0,7.4,1.3,kg,1.0,l
HS,HS,weekday,-1.0,7.6,1.3,kg,2.5,l
HS,HS,weekday,-1.0,7.8,1.3,kg,3.0,l
HS,HS,weekday,-1.0,8.0,1.3,kg,3.0,l
HS,HS,weekday,-0.5,7.2,1.3,kg,0.0,ml
HS,HS,weekday,-0.5,7.4,1.3,kg,1.0,l
HS,HS,weekday,-0.5,7.6,1.3,kg,2.5,l
HS,HS,weekday,-0.5,7.8,1.3,kg,3.0,l
HS,HS,weekday,-0.5,8.0,1.3,kg,3.0,l
HS,HS,weekday,0.0,7.2,1.2,kg,0.0,ml
HS,HS,weekday,0.0,7.4,1.2,kg,1.0,l
HS,HS,weekday,0.0,7.6,1.2,kg,2.5,l
HS,HS,weekday,0.0,7.8,1.2,kg,3.0,l
HS,HS,weekday,0.0,8.0,1.2,kg,3.0,l
HS,HS,weekday,0.5,7.2,1.0,kg,0.0,ml
HS,HS,weekday,0.5,7.4,1.0,kg,1.0,l
HS,HS,weekday,0.5,7.6,1.0,kg,2.0,l
HS,HS,weekday,0.5,7.8,1.0,kg,3.0,l
HS,HS,weekday,0.5,8.0,1.0,kg,3.0,l
HS,HS,weekday,1.0,7.2,1.0,kg,0.0,ml
HS,HS,weekday,1.0,7.4,1.0,kg,1.0,l
HS,HS,weekday,1.0,7.6,1.0,kg,2.0,l
HS,HS,weekday,1.0,7.8,1.0,kg,3.0,l
HS,HS,weekday,1.0,8.0,1.0,kg,3.0,l
HS,HS,weekday,1.5,7.2,800.0,g,0.0,ml
HS,HS,weekday,1.5,7.4,800.0,g,1.0,l
HS,HS,weekday,1.5,7.6,800.0,g,1.5,l
HS,HS,weekday,1.5,7.8,800.0,g,3.0,l
HS,HS,weekday,1.5,8.0,800.0,g,3.0,l
HS,HS,weekday,2.0,7.2,600.0,g,0.0,ml
HS,HS,weekday,2.0,7.4,600.0,g,1.0,l
HS,HS,weekday,2.0,7.6,600.0,g,1.5,l
HS,HS,weekday,2.0,7.8,600.0,g,3.0,l
HS,HS,weekday,2.0,8.0,600.0,g,3.0,l
HS,HS,weekday,2.5,7.2,300.0,g,0.0,ml
HS,HS,weekday,2.5,7.4,300.0,g,1.0,l
HS,HS,weekday,2.5,7.6,300.0,g,1.0,l
HS,HS,weekday,2.5,7.8,300.0,g,3.0,l
HS,HS,weekday,2.5,8.0,300.0,g,3.0,l
HS,HS,weekday,3.0,7.2,0.0,g,0.0,ml
HS,HS,weekday,3.0,7.4,0.0,g,0.0,ml
HS,HS,weekday,3.0,7.6,0.0,g,0.0,ml
HS,HS,weekday,3.0,7.8,0.0,g,0.0,ml
HS,HS,weekday,3.0,8.0,0.0,g,0.0,ml
HS,HS,weekend,-2.0,7.2,1.8,kg,500.0,ml
HS,HS,weekend,-2.0,7.4,1.8,kg,1.0,l
